sent_id,id,form,lemma,upostag,xpostag,feats,head,deprel,deps,misc,anim,gender,number,pronoun_person,hero,uuid,head_uuid
1,17,Эта,ЭТОТ,DET,DT,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Fem'), ('Number', 'Sing')])",19,det,,,0,Fem,Sing,nan,0,117,119
1,18,же,ЖЕ,PART,UH,nan,17,advmod,,,0,nan,nan,nan,0,118,117
1,19,книга,КНИГА,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Fem'), ('Number', 'Sing')])",4,nsubj,,,0,Fem,Sing,nan,0,119,14
1,20,в,В,ADP,IN,nan,22,case,,,0,nan,nan,nan,0,120,122
1,21,других,ДРУГОЙ,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Number', 'Plur')])",22,amod,,,0,nan,Plur,nan,0,121,122
1,22,форматах,форматах,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Gender', 'Fem'), ('Number', 'Plur')])",19,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Fem,Plur,nan,0,122,119
1,23,:,:,PUNCT,:,nan,19,punct,,,0,nan,nan,nan,0,123,119
1,24,http://royallib.ru/book/ivanov_vsevolod/bronepoezd_No_1469.html,http://royallib.ru/book/ivanov_vsevolod/bronepoezd_No_1469.html,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",19,appos,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,Masc,Sing,nan,0,124,119
1,25,Приятного,Приятного,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Neut'), ('Number', 'Sing')])",26,amod,,,0,nan,Sing,nan,0,125,126
1,26,чтения,ЧТЕНИЕ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Neut'), ('Number', 'Sing')])",24,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,Sing,nan,0,126,124
1,27,!,!,PUNCT,.,nan,4,punct,,"OrderedDict([('SpacesAfter', '\\n\\n\\n\\n\\n')])",0,nan,nan,nan,0,127,14
2,1,Иванов,Иванов,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",2,amod,,,0,Masc,Sing,nan,0,21,22
2,2,Всеволод,ВСЕВОЛОД,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,"OrderedDict([('SpacesAfter', '\\n\\n')])",0,Masc,Sing,nan,0,22,20
3,1,Бронепоезд,БронеПОЕЗД,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,,0,Masc,Sing,nan,0,31,30
3,2,No,NO,NOUN,SYM,nan,1,appos,,,0,nan,nan,nan,0,32,31
3,3,"14,69","14,69",NUM,CD,"OrderedDict([('Case', 'Nom'), ('NumType', 'Card')])",2,nummod,,"OrderedDict([('SpacesAfter', '\\n\\n\\n')])",0,nan,nan,nan,0,33,32
4,1,Всеволод,ВСЕВОЛОД,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,,1,Masc,Sing,nan,0,41,40
4,2,Иванов,Иванов,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,flat,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",1,Masc,Sing,nan,0,42,41
5,1,Бронепоезд,БронеПОЕЗД,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",0,root,,,0,Masc,Sing,nan,0,51,50
5,2,No,NO,NOUN,SYM,nan,1,appos,,,0,nan,nan,nan,0,52,51
5,3,14.69,14.69,NUM,CD,"OrderedDict([('Case', 'Nom'), ('NumType', 'Card')])",2,nummod,,"OrderedDict([('SpacesAfter', '\\s\\n\\n\\s')])",0,nan,nan,nan,0,53,52
6,1,*,*,SYM,SYM,nan,5,dep,,,0,nan,nan,nan,0,61,65
6,2,ГЛАВА,ГЛАВА,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,nmod,,,1,Masc,Sing,nan,0,62,61
6,3,ПЕРВА,ПЕРВА,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",2,flat,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,63,62
6,4,Я,Я,PRON,PRP,"OrderedDict([('Case', 'Nom'), ('Number', 'Sing'), ('Person', '1')])",5,nsubj,,,1,nan,Sing,Deictic,1,64,65
6,5,*,*,SYM,SYM,nan,0,root,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,65,60
7,1,I,I,PRON,PRP,"OrderedDict([('Case', 'Nom'), ('Number', 'Sing'), ('Person', '1')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",1,nan,Sing,Deictic,0,71,70
7,2,.,.,PUNCT,.,nan,1,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,72,71
8,1,Бронепоезд,БронеПОЕЗД,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,nsubj,,,1,Masc,Sing,nan,1,81,83
8,2,"""Полярный","""Полярный",PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,flat,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,82,81
8,3,"""","""",PUNCT,",",nan,5,punct,,,0,nan,nan,nan,0,83,85
8,4,под,ПОД,ADP,IN,nan,5,case,,,0,nan,nan,nan,0,84,85
8,5,N,N,NOUN,SYM,nan,7,obl,,,0,nan,nan,nan,0,85,87
8,6,14.69,14.69,NUM,CD,"OrderedDict([('Case', 'Nom'), ('NumType', 'Card')])",5,nummod,,,0,nan,nan,nan,0,86,85
8,7,охранял,охранял,VERB,VBC,"OrderedDict([('Aspect', 'Perf'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,,0,Masc,Sing,nan,0,87,80
8,8,железнодорожную,железнодорожную,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Sing')])",9,amod,,,0,Fem,Sing,nan,0,88,89
8,9,линию,ЛИНИЯ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Sing')])",7,obj,,,0,Fem,Sing,nan,0,89,87
8,10,от,ОТ,ADP,IN,nan,11,case,,,0,nan,nan,nan,0,810,811
8,11,партизанов,партизанов,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Plur')])",7,obl,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Plur,nan,0,811,87
8,12,.,.,PUNCT,.,nan,7,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,812,87
9,1,Остатки,Остатки,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Plur')])",4,nsubj,,,0,Masc,Plur,nan,0,91,94
9,2,колчаковской,колчаковской,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",3,amod,,,0,Fem,Sing,nan,0,92,93
9,3,армии,АРМИЯ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",1,nmod,,,0,Fem,Sing,nan,0,93,91
9,4,отступали,отступали,VERB,VBC,"OrderedDict([('Aspect', 'Imp'), ('Mood', 'Ind'), ('Number', 'Plur'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,,0,nan,Plur,nan,0,94,90
9,5,от,ОТ,ADP,IN,nan,6,case,,,0,nan,nan,nan,0,95,96
9,6,Байкала,БАЙКАЛ,PROPN,NNP,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",4,obl,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,96,94
9,7,:,:,PUNCT,:,nan,4,punct,,,0,nan,nan,nan,0,97,94
9,8,в,В,ADP,IN,nan,9,case,,,0,nan,nan,nan,0,98,99
9,9,Манчжурию,Манчжурию,PROPN,NNP,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Sing')])",4,obl,,"OrderedDict([('SpaceAfter', 'No')])",0,Fem,Sing,nan,0,99,94
9,10,",",",",PUNCT,",",nan,12,punct,,,0,nan,nan,nan,0,910,912
9,11,по,ПО,ADP,IN,nan,12,case,,,0,nan,nan,nan,0,911,912
9,12,Амуру,АмУРУ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Dat'), ('Gender', 'Masc'), ('Number', 'Sing')])",9,conj,,,0,Masc,Sing,nan,0,912,99
9,13,на,НА,ADP,IN,nan,14,case,,,0,nan,nan,nan,0,913,914
9,14,Владивосток,ВЛАДИВОСТОК,PROPN,NNP,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Sing')])",12,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,914,912
9,15,.,.,PUNCT,.,nan,4,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,915,94
10,1,Капитан,КАПИТАН,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",7,nsubj,,,1,Masc,Sing,nan,1,101,107
10,2,Незеласов,Незеласов,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,flat,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,102,101
10,3,",",",",PUNCT,",",nan,4,punct,,,0,nan,nan,nan,0,103,104
10,4,начальник,НАЧАЛЬНИК,NOUN,NN,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,appos,,,1,Masc,Sing,nan,0,104,101
10,5,бронепоезда,бронеПОЕЗД,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",4,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,105,104
10,6,",",",",PUNCT,",",nan,4,punct,,,0,nan,nan,nan,0,106,104
10,7,сидел,СИДЕТЬ,VERB,VBC,"OrderedDict([('Aspect', 'Imp'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,,0,Masc,Sing,nan,0,107,100
10,8,у,У,ADP,IN,nan,9,case,,,0,nan,nan,nan,0,108,109
10,9,себя,СЕБЯ,PRON,PRP,"OrderedDict([('Case', 'Gen'), ('Reflex', 'Yes')])",7,obl,,,1,nan,nan,Non-deictic,0,109,107
10,10,в,В,ADP,IN,nan,11,case,,,0,nan,nan,nan,0,1010,1011
10,11,купе,купе,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Gender', 'Fem'), ('Number', 'Sing')])",7,obl,,,0,Fem,Sing,nan,0,1011,107
10,12,вагона,вагОН,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",11,nmod,,,0,Masc,Sing,nan,0,1012,1011
10,13,и,И,CCONJ,CC,nan,17,cc,,,0,nan,nan,nan,0,1013,1017
10,14,одну,ОДИН,NUM,CD,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Fem'), ('Number', 'Sing'), ('NumType', 'Card')])",17,nummod,,,0,Fem,Sing,nan,0,1014,1017
10,15,за,ЗА,ADP,IN,nan,16,case,,,0,nan,nan,nan,0,1015,1016
10,16,другой,ДРУГОЙ,ADJ,JJL,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",17,amod,,,1,Masc,Sing,nan,0,1016,1017
10,17,курил,курил,VERB,VBC,"OrderedDict([('Aspect', 'Imp'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",11,conj,,,0,Masc,Sing,nan,0,1017,1011
10,18,манчжурские,манчжурские,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Number', 'Plur')])",19,amod,,,0,nan,Plur,nan,0,1018,1019
10,19,сигареты,сигареты,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Plur')])",17,obj,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Plur,nan,0,1019,1017
10,20,",",",",PUNCT,",",nan,21,punct,,,0,nan,nan,nan,0,1020,1021
10,21,стряхивая,стряхивая,VERB,VBG,"OrderedDict([('Aspect', 'Imp'), ('VerbForm', 'Conv')])",17,advcl,,,0,nan,nan,nan,0,1021,1017
10,22,пепел,пЕПЕЛ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Sing')])",21,obj,,,0,Masc,Sing,nan,0,1022,1021
10,23,в,В,ADP,IN,nan,24,case,,,0,nan,nan,nan,0,1023,1024
10,24,живот,жИВОТ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Masc'), ('Number', 'Sing')])",21,obl,,,0,Masc,Sing,nan,0,1024,1021
10,25,расколотого,расколоТОТ,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",28,amod,,,0,Masc,Sing,nan,0,1025,1028
10,26,чугунного,чугунного,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",28,amod,,,0,Masc,Sing,nan,0,1026,1028
10,27,китайского,КИТАЙСКИЙ,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",28,amod,,,0,Masc,Sing,nan,0,1027,1028
10,28,божка,бОЖКА,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",24,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,1028,1024
10,29,.,.,PUNCT,.,nan,7,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,1029,107
11,1,Капитан,КАПИТАН,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,nsubj,,,1,Masc,Sing,nan,1,111,113
11,2,Незеласов,Незеласов,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,flat,,,1,Masc,Sing,nan,0,112,111
11,3,сказал,СКАЗАТЬ,VERB,VBC,"OrderedDict([('Aspect', 'Perf'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,113,110
11,4,:,:,PUNCT,:,nan,3,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,114,113
12,1,--,--,PUNCT,--,nan,3,punct,,,0,nan,nan,nan,0,121,123
12,2,Мы,МЫ,PRON,PRP,"OrderedDict([('Case', 'Nom'), ('Number', 'Plur'), ('Person', '1')])",3,nsubj,,,1,nan,Plur,Deictic,1,122,123
12,3,стекаем,стекаем,VERB,VBC,"OrderedDict([('Aspect', 'Imp'), ('Mood', 'Ind'), ('Number', 'Plur'), ('Person', '1'), ('Tense', 'Pres'), ('VerbForm', 'Fin')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,Plur,nan,0,123,120
12,4,...,...,PUNCT,.,nan,3,punct,,,0,nan,nan,nan,0,124,123
12,5,как,КАК,ADP,IN,nan,6,case,,,0,nan,nan,nan,0,125,126
12,6,гной,гной,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Ins'), ('Gender', 'Fem'), ('Number', 'Sing')])",3,obl,,,0,Fem,Sing,nan,0,126,123
12,7,из,ИЗ,ADP,IN,nan,8,case,,,0,nan,nan,nan,0,127,128
12,8,раны,раны,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",6,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Fem,Sing,nan,0,128,126
12,9,...,…,PUNCT,.,nan,3,punct,,,0,nan,nan,nan,0,129,123
12,10,на,НА,ADP,IN,nan,11,case,,,0,nan,nan,nan,0,1210,1211
12,11,окраины,ОКРАИНА,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",3,obl,,"OrderedDict([('SpaceAfter', 'No')])",0,Fem,Sing,nan,0,1211,123
12,12,",",",",PUNCT,",",nan,13,punct,,,0,nan,nan,nan,0,1212,1213
12,13,а,А,CCONJ,CC,nan,11,cc,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,nan,nan,0,1213,1211
12,14,?,?,PUNCT,.,nan,13,punct,,,0,nan,nan,nan,0,1214,1213
13,1,Затем,ЗАТЕМ,ADV,RB,nan,0,root,,,0,nan,nan,nan,0,131,130
13,2,в,В,ADP,IN,nan,3,case,,,0,nan,nan,nan,0,132,133
13,3,море,МОРЕ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Loc'), ('Gender', 'Neut'), ('Number', 'Sing')])",1,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,Sing,nan,0,133,131
13,4,",",",",PUNCT,",",nan,6,punct,,,0,nan,nan,nan,0,134,136
13,5,что,ЧТО,SCONJ,IN,nan,6,mark,,,0,nan,nan,nan,0,135,136
13,6,ли,ЛИ,PART,RP,nan,3,ccomp,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,nan,nan,0,136,133
13,7,?,?,PUNCT,.,nan,6,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,137,136
14,1,Прапорщик,Прапорщик,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,nsubj,,,1,Masc,Sing,nan,1,141,143
14,2,Обаб,Обаб,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,flat,,,1,Masc,Sing,nan,0,142,141
14,3,оглядел,оглядел,VERB,VBC,"OrderedDict([('Aspect', 'Perf'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",12,nsubj,,,0,Masc,Sing,nan,0,143,1412
14,4,--,--,PUNCT,--,nan,12,punct,,,0,nan,nan,nan,0,144,1412
14,5,наискось,наискось,VERB,VBG,"OrderedDict([('Aspect', 'Imp'), ('VerbForm', 'Conv')])",12,advcl,,,0,nan,nan,nan,0,145,1412
14,6,--,--,PUNCT,--,nan,7,punct,,,0,nan,nan,nan,0,146,147
14,7,скривившееся,скривившееся,VERB,VBNL,"OrderedDict([('Animacy', 'Inan'), ('Aspect', 'Perf'), ('Case', 'Acc'), ('Gender', 'Neut'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Part'), ('Voice', 'Act')])",8,acl,,,0,nan,Sing,nan,0,147,148
14,8,лицо,лицо,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Acc'), ('Gender', 'Neut'), ('Number', 'Sing')])",5,obj,,,0,nan,Sing,nan,0,148,145
14,9,Незеласова,Незеласова,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Sing')])",8,nmod,,"OrderedDict([('SpaceAfter', 'No')])",1,Masc,Sing,nan,0,149,148
14,10,",",",",PUNCT,",",nan,5,punct,,,0,nan,nan,nan,0,1410,145
14,11,медленно,МЕДЛЕННО,ADV,RB,nan,12,advmod,,,0,nan,nan,nan,0,1411,1412
14,12,ответил,ответил,VERB,VBC,"OrderedDict([('Aspect', 'Perf'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,Masc,Sing,nan,0,1412,140
14,13,:,:,PUNCT,:,nan,12,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,1413,1412
15,1,--,--,PUNCT,--,nan,2,punct,,,0,nan,nan,nan,0,151,152
15,2,Вам,ВЫ,PROPN,NNP,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",4,nsubj,,,0,Masc,Sing,nan,0,152,154
15,3,лечиться,ЛЕЧИТЬСЯ,VERB,VB,"OrderedDict([('Aspect', 'Imp'), ('VerbForm', 'Inf'), ('Voice', 'Mid')])",4,xcomp,,,0,nan,nan,nan,0,153,154
15,4,надо,НАДО,VERB,PRED,"OrderedDict([('Degree', 'Pos')])",0,root,,"OrderedDict([('SpaceAfter', 'No')])",0,nan,nan,nan,0,154,150
15,5,.,.,PUNCT,.,nan,4,punct,,"OrderedDict([('SpacesAfter', '\\s\\n\\n')])",0,nan,nan,nan,0,155,154
16,1,Прапорщик,Прапорщик,NOUN,NN,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",3,nsubj,,,1,Masc,Sing,nan,1,161,163
16,2,Обаб,Обаб,PROPN,NNP,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Nom'), ('Gender', 'Masc'), ('Number', 'Sing')])",1,appos,,,1,Masc,Sing,nan,0,162,161
16,3,был,БЫТЬ,VERB,VBC,"OrderedDict([('Aspect', 'Imp'), ('Gender', 'Masc'), ('Mood', 'Ind'), ('Number', 'Sing'), ('Tense', 'Past'), ('VerbForm', 'Fin')])",0,root,,,0,Masc,Sing,nan,0,163,160
16,4,из,ИЗ,ADP,IN,nan,6,case,,,0,nan,nan,nan,0,164,166
16,5,выслужившихся,выслужившихся,VERB,VBNL,"OrderedDict([('Animacy', 'Anim'), ('Aspect', 'Perf'), ('Case', 'Gen'), ('Number', 'Plur'), ('Tense', 'Past'), ('VerbForm', 'Part'), ('Voice', 'Act')])",6,acl,,,1,nan,Plur,nan,0,165,166
16,6,добровольцев,ДОБРОВОЛЕЦ,NOUN,NN,"OrderedDict([('Animacy', 'Anim'), ('Case', 'Gen'), ('Gender', 'Masc'), ('Number', 'Plur')])",3,obl,,,1,Masc,Plur,nan,0,166,163
16,7,колчаковской,колчаковской,ADJ,JJL,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",8,amod,,,0,Fem,Sing,nan,0,167,168
16,8,армии,АРМИЯ,NOUN,NN,"OrderedDict([('Animacy', 'Inan'), ('Case', 'Gen'), ('Gender', 'Fem'), ('Number', 'Sing')])",6,nmod,,"OrderedDict([('SpaceAfter', 'No')])",0,Fem,Sing,nan,0,168,166
16,9,",",",",PUNCT,",",nan,3,punct,,,0,nan,nan,nan,0,169,163
16,10,обо,ОБО,ADP,IN,nan,13,case,,,0,nan,nan,nan,0,1610,1613
